year,unitid,inst_name,state_abbr,inst_control,institution_level
"2014","200156","University of Jamestown","ND","Private not-for-profit","Four or more years"
"2014","200217","University of Mary","ND","Private not-for-profit","Four or more years"
"2014","200280","University of North Dakota","ND","Public","Four or more years"
"2014","200572","Valley City State University","ND","Public","Four or more years"
"2013","200022","Bismarck State College","ND","Public","Four or more years"
"2013","200059","Dickinson State University","ND","Public","Four or more years"
"2013","200086","Fort Berthold Community College","ND","Public","Four or more years"
"2013","200226","Mayville State University","ND","Public","Four or more years"
"2013","200253","Minot State University","ND","Public","Four or more years"
"2013","200332","North Dakota State University-Main Campus","ND","Public","Four or more years"
"2013","200013","Rasmussen College-North Dakota","ND","Private for-profit","Four or more years"
"2013","200244","Sanford College of Nursing","ND","Private not-for-profit","Four or more years"
"2013","200466","Sitting Bull College","ND","Public","Four or more years"
"2013","200484","Trinity Bible College","ND","Private not-for-profit","Four or more years"
"2013","200527","Turtle Mountain Community College","ND","Private not-for-profit","Four or more years"
"2013","200554","United Tribes Technical College","ND","Private not-for-profit","Four or more years"
"2013","200156","University of Jamestown","ND","Private not-for-profit","Four or more years"
"2013","200217","University of Mary","ND","Private not-for-profit","Four or more years"
"2013","200280","University of North Dakota","ND","Public","Four or more years"
"2013","200572","Valley City State University","ND","Public","Four or more years"
"2012","200022","Bismarck State College","ND","Public","Four or more years"
"2012","200059","Dickinson State University","ND","Public","Four or more years"
"2012","200086","Fort Berthold Community College","ND","Public","Four or more years"
"2012","200156","Jamestown College","ND","Private not-for-profit","Four or more years"
"2012","200226","Mayville State University","ND","Public","Four or more years"
"2012","200253","Minot State University","ND","Public","Four or more years"
"2012","200332","North Dakota State University-Main Campus","ND","Public","Four or more years"
"2012","200013","Rasmussen College-North Dakota","ND","Private for-profit","Four or more years"
"2012","200244","Sanford College of Nursing","ND","Private not-for-profit","Four or more years"
"2012","200466","Sitting Bull College","ND","Public","Four or more years"
"2012","200484","Trinity Bible College","ND","Private not-for-profit","Four or more years"
"2012","200527","Turtle Mountain Community College","ND","Private not-for-profit","Four or more years"
"2012","200554","United Tribes Technical College","ND","Private not-for-profit","Four or more years"
"2012","200217","University of Mary","ND","Private not-for-profit","Four or more years"
"2012","200280","University of North Dakota","ND","Public","Four or more years"
"2012","200572","Valley City State University","ND","Public","Four or more years"
"2011","200022","Bismarck State College","ND","Public","Four or more years"
"2011","200059","Dickinson State University","ND","Public","Four or more years"
"2011","200086","Fort Berthold Community College","ND","Public","Four or more years"
"2011","200156","Jamestown College","ND","Private not-for-profit","Four or more years"
"2011","200226","Mayville State University","ND","Public","Four or more years"
"2011","200244","Medcenter One College of Nursing","ND","Private not-for-profit","Four or more years"
"2011","200253","Minot State University","ND","Public","Four or more years"
"2011","200332","North Dakota State University-Main Campus","ND","Public","Four or more years"
"2011","200013","Rasmussen College-North Dakota","ND","Private for-profit","Four or more years"
"2011","200466","Sitting Bull College","ND","Public","Four or more years"
"2011","200484","Trinity Bible College","ND","Private not-for-profit","Four or more years"
"2011","200527","Turtle Mountain Community College","ND","Private not-for-profit","Four or more years"
"2011","200554","United Tribes Technical College","ND","Private not-for-profit","Four or more years"
"2011","200217","University of Mary","ND","Private not-for-profit","Four or more years"
"2011","200280","University of North Dakota","ND","Public","Four or more years"
"2011","200572","Valley City State University","ND","Public","Four or more years"
"2010","200022","Bismarck State College","ND","Public","Four or more years"
"2010","200059","Dickinson State University","ND","Public","Four or more years"
"2010","200156","Jamestown College","ND","Private not-for-profit","Four or more years"
"2010","200226","Mayville State University","ND","Public","Four or more years"
"2010","200244","Medcenter One College of Nursing","ND","Private not-for-profit","Four or more years"
"2010","200253","Minot State University","ND","Public","Four or more years"
"2010","200332","North Dakota State University-Main Campus","ND","Public","Four or more years"
"2010","200013","Rasmussen College-North Dakota","ND","Private for-profit","Four or more years"
"2010","200466","Sitting Bull College","ND","Public","Four or more years"
"2010","200484","Trinity Bible College","ND","Private not-for-profit","Four or more years"
"2010","200527","Turtle Mountain Community College","ND","Private not-for-profit","Four or more years"
"2010","200217","University of Mary","ND","Private not-for-profit","Four or more years"
"2010","200280","University of North Dakota","ND","Public","Four or more years"
"2010","200572","Valley City State University","ND","Public","Four or more years"
