year,unitid,inst_name,state_abbr,inst_control,institution_level
"2015","448345","The Art Institute of Indianapolis","IN","Private for-profit","Four or more years"
"2015","152567","Trine University","IN","Private not-for-profit","Four or more years"
"2015","414878","Trine University-Regional/Non-Traditional Campuses","IN","Private not-for-profit","Four or more years"
"2015","150534","University of Evansville","IN","Private not-for-profit","Four or more years"
"2015","151263","University of Indianapolis","IN","Private not-for-profit","Four or more years"
"2015","152080","University of Notre Dame","IN","Private not-for-profit","Four or more years"
"2015","443544","University of Phoenix-Indiana","IN","Private for-profit","Four or more years"
"2015","152336","University of Saint Francis-Fort Wayne","IN","Private not-for-profit","Four or more years"
"2015","151306","University of Southern Indiana","IN","Public","Four or more years"
"2015","152600","Valparaiso University","IN","Private not-for-profit","Four or more years"
"2015","152637","Vincennes University","IN","Public","Four or more years"
"2015","152673","Wabash College","IN","Private not-for-profit","Four or more years"
"2014","449889","American College of Education","IN","Private for-profit","Four or more years"
"2014","151865","Anabaptist Mennonite Biblical Seminary","IN","Private not-for-profit","Four or more years"
"2014","150066","Anderson University","IN","Private not-for-profit","Four or more years"
"2014","150136","Ball State University","IN","Public","Four or more years"
"2014","143233","Bethany Theological Seminary","IN","Private not-for-profit","Four or more years"
"2014","150145","Bethel College-Indiana","IN","Private not-for-profit","Four or more years"
"2014","408039","Brown Mackie College-Fort Wayne","IN","Private for-profit","Four or more years"
"2014","451699","Brown Mackie College-Indianapolis","IN","Private for-profit","Four or more years"
"2014","151616","Brown Mackie College-Merrillville","IN","Private for-profit","Four or more years"
"2014","151625","Brown Mackie College-Michigan City","IN","Private for-profit","Four or more years"
"2014","151944","Brown Mackie College-South Bend","IN","Private for-profit","Four or more years"
"2014","150163","Butler University","IN","Private not-for-profit","Four or more years"
"2014","150172","Calumet College of Saint Joseph","IN","Private not-for-profit","Four or more years"
"2014","475741","Chamberlain College of Nursing-Indiana","IN","Private for-profit","Four or more years"
"2014","150215","Christian Theological Seminary","IN","Private not-for-profit","Four or more years"
"2014","150288","Concordia Theological Seminary","IN","Private not-for-profit","Four or more years"
"2014","439613","Crossroads Bible College","IN","Private not-for-profit","Four or more years"
"2014","150400","DePauw University","IN","Private not-for-profit","Four or more years"
"2014","482486","DeVry University-Indiana","IN","Private for-profit","Four or more years"
"2014","150455","Earlham College","IN","Private not-for-profit","Four or more years"
"2014","150604","Franklin College","IN","Private not-for-profit","Four or more years"
"2014","150668","Goshen College","IN","Private not-for-profit","Four or more years"
"2014","150677","Grace College and Theological Seminary","IN","Private not-for-profit","Four or more years"
"2014","150756","Hanover College","IN","Private not-for-profit","Four or more years"
"2014","151166","Harrison College-Indianapolis","IN","Private for-profit","Four or more years"
"2014","150774","Holy Cross College","IN","Private not-for-profit","Four or more years"
"2014","150941","Huntington University","IN","Private not-for-profit","Four or more years"
"2014","151290","Indiana Institute of Technology","IN","Private not-for-profit","Four or more years"
"2014","151324","Indiana State University","IN","Public","Four or more years"
"2014","151351","Indiana University-Bloomington","IN","Public","Four or more years"
"2014","151388","Indiana University-East","IN","Public","Four or more years"
"2014","151333","Indiana University-Kokomo","IN","Public","Four or more years"
"2014","151360","Indiana University-Northwest","IN","Public","Four or more years"
"2014","151102","Indiana University-Purdue University-Fort Wayne","IN","Public","Four or more years"
"2014","151111","Indiana University-Purdue University-Indianapolis","IN","Public","Four or more years"
"2014","151342","Indiana University-South Bend","IN","Public","Four or more years"
"2014","151379","Indiana University-Southeast","IN","Public","Four or more years"
"2014","151801","Indiana Wesleyan University","IN","Private not-for-profit","Four or more years"
"2014","151458","International Business College-Fort Wayne","IN","Private for-profit","Four or more years"
"2014","151485","ITT Educational Services Inc-System Office","IN","Private for-profit","Four or more years"
"2014","151500","ITT Technical Institute-Fort Wayne","IN","Private for-profit","Four or more years"
"2014","479628","ITT Technical Institute-Indianapolis East","IN","Private for-profit","Four or more years"
"2014","151519","ITT Technical Institute-Indianapolis","IN","Private for-profit","Four or more years"
"2014","459587","ITT Technical Institute-Merrillville","IN","Private for-profit","Four or more years"
"2014","251251","ITT Technical Institute-Newburgh","IN","Private for-profit","Four or more years"
"2014","450270","ITT Technical Institute-South Bend","IN","Private for-profit","Four or more years"
"2014","151777","Manchester University","IN","Private not-for-profit","Four or more years"
"2014","151786","Marian University","IN","Private not-for-profit","Four or more years"
"2014","151810","Martin University","IN","Private not-for-profit","Four or more years"
"2014","151962","Mid-America College of Funeral Service","IN","Private not-for-profit","Four or more years"
"2014","482370","National American University-Indianapolis","IN","Private for-profit","Four or more years"
"2014","152099","Oakland City University","IN","Private not-for-profit","Four or more years"
"2014","442897","Ottawa University-Jeffersonville","IN","Private not-for-profit","Four or more years"
"2014","152248","Purdue University-Calumet Campus","IN","Public","Four or more years"
"2014","243780","Purdue University-Main Campus","IN","Public","Four or more years"
"2014","152266","Purdue University-North Central Campus","IN","Public","Four or more years"
"2014","152318","Rose-Hulman Institute of Technology","IN","Private not-for-profit","Four or more years"
"2014","152363","Saint Josephs College","IN","Private not-for-profit","Four or more years"
"2014","152390","Saint Mary's College","IN","Private not-for-profit","Four or more years"
"2014","152381","Saint Mary-of-the-Woods College","IN","Private not-for-profit","Four or more years"
"2014","152451","Saint Meinrad School of Theology","IN","Private not-for-profit","Four or more years"
"2014","152530","Taylor University","IN","Private not-for-profit","Four or more years"
"2014","448345","The Art Institute of Indianapolis","IN","Private for-profit","Four or more years"
"2014","152567","Trine University","IN","Private not-for-profit","Four or more years"
"2014","414878","Trine University-Regional/Non-Traditional Campuses","IN","Private not-for-profit","Four or more years"
"2014","150534","University of Evansville","IN","Private not-for-profit","Four or more years"
"2014","151263","University of Indianapolis","IN","Private not-for-profit","Four or more years"
"2014","152080","University of Notre Dame","IN","Private not-for-profit","Four or more years"
"2014","443544","University of Phoenix-Indiana","IN","Private for-profit","Four or more years"
"2014","152336","University of Saint Francis-Fort Wayne","IN","Private not-for-profit","Four or more years"
"2014","151306","University of Southern Indiana","IN","Public","Four or more years"
"2014","152600","Valparaiso University","IN","Private not-for-profit","Four or more years"
"2014","152637","Vincennes University","IN","Public","Four or more years"
"2014","152673","Wabash College","IN","Private not-for-profit","Four or more years"
"2013","449889","American College of Education","IN","Private for-profit","Four or more years"
"2013","151865","Anabaptist Mennonite Biblical Seminary","IN","Private not-for-profit","Four or more years"
"2013","150066","Anderson University","IN","Private not-for-profit","Four or more years"
"2013","150136","Ball State University","IN","Public","Four or more years"
"2013","143233","Bethany Theological Seminary","IN","Private not-for-profit","Four or more years"
"2013","150145","Bethel College-Indiana","IN","Private not-for-profit","Four or more years"
"2013","408039","Brown Mackie College-Fort Wayne","IN","Private for-profit","Four or more years"
"2013","451699","Brown Mackie College-Indianapolis","IN","Private for-profit","Four or more years"
"2013","151616","Brown Mackie College-Merrillville","IN","Private for-profit","Four or more years"
"2013","151625","Brown Mackie College-Michigan City","IN","Private for-profit","Four or more years"
"2013","151944","Brown Mackie College-South Bend","IN","Private for-profit","Four or more years"
"2013","150163","Butler University","IN","Private not-for-profit","Four or more years"
"2013","150172","Calumet College of Saint Joseph","IN","Private not-for-profit","Four or more years"
"2013","475741","Chamberlain College of Nursing-Indiana","IN","Private for-profit","Four or more years"
"2013","150215","Christian Theological Seminary","IN","Private not-for-profit","Four or more years"
"2013","150288","Concordia Theological Seminary","IN","Private not-for-profit","Four or more years"
"2013","439613","Crossroads Bible College","IN","Private not-for-profit","Four or more years"
"2013","150400","DePauw University","IN","Private not-for-profit","Four or more years"
"2013","462123","DeVry University's Keller Graduate School of Management-Indiana","IN","Private for-profit","Four or more years"
"2013","482486","DeVry University-Indiana","IN","Private for-profit","Four or more years"
"2013","432214","DeVry University-Indiana","IN","Private for-profit","Four or more years"
"2013","150455","Earlham College","IN","Private not-for-profit","Four or more years"
"2013","150604","Franklin College","IN","Private not-for-profit","Four or more years"
"2013","150668","Goshen College","IN","Private not-for-profit","Four or more years"
"2013","150677","Grace College and Theological Seminary","IN","Private not-for-profit","Four or more years"
"2013","150756","Hanover College","IN","Private not-for-profit","Four or more years"
"2013","151166","Harrison College-Indianapolis","IN","Private for-profit","Four or more years"
"2013","150774","Holy Cross College","IN","Private not-for-profit","Four or more years"
"2013","150941","Huntington University","IN","Private not-for-profit","Four or more years"
"2013","151290","Indiana Institute of Technology","IN","Private not-for-profit","Four or more years"
"2013","151324","Indiana State University","IN","Public","Four or more years"
"2013","151351","Indiana University-Bloomington","IN","Public","Four or more years"
"2013","151388","Indiana University-East","IN","Public","Four or more years"
"2013","151333","Indiana University-Kokomo","IN","Public","Four or more years"
"2013","151360","Indiana University-Northwest","IN","Public","Four or more years"
"2013","151102","Indiana University-Purdue University-Fort Wayne","IN","Public","Four or more years"
"2013","151111","Indiana University-Purdue University-Indianapolis","IN","Public","Four or more years"
"2013","151342","Indiana University-South Bend","IN","Public","Four or more years"
"2013","151379","Indiana University-Southeast","IN","Public","Four or more years"
"2013","151801","Indiana Wesleyan University","IN","Private not-for-profit","Four or more years"
"2013","151458","International Business College-Fort Wayne","IN","Private for-profit","Four or more years"
"2013","151485","ITT Educational Services Inc-System Office","IN","Private for-profit","Four or more years"
"2013","151500","ITT Technical Institute-Fort Wayne","IN","Private for-profit","Four or more years"
"2013","479628","ITT Technical Institute-Indianapolis East","IN","Private for-profit","Four or more years"
"2013","151519","ITT Technical Institute-Indianapolis","IN","Private for-profit","Four or more years"
"2013","459587","ITT Technical Institute-Merrillville","IN","Private for-profit","Four or more years"
"2013","251251","ITT Technical Institute-Newburgh","IN","Private for-profit","Four or more years"
"2013","450270","ITT Technical Institute-South Bend","IN","Private for-profit","Four or more years"
"2013","151777","Manchester University","IN","Private not-for-profit","Four or more years"
"2013","151786","Marian University","IN","Private not-for-profit","Four or more years"
"2013","151810","Martin University","IN","Private not-for-profit","Four or more years"
"2013","151962","Mid-America College of Funeral Service","IN","Private not-for-profit","Four or more years"
"2013","482370","National American University-Indianapolis","IN","Private for-profit","Four or more years"
"2013","152099","Oakland City University","IN","Private not-for-profit","Four or more years"
"2013","442897","Ottawa University-Jeffersonville","IN","Private not-for-profit","Four or more years"
"2013","152248","Purdue University-Calumet Campus","IN","Public","Four or more years"
"2013","243780","Purdue University-Main Campus","IN","Public","Four or more years"
"2013","152266","Purdue University-North Central Campus","IN","Public","Four or more years"
"2013","152318","Rose-Hulman Institute of Technology","IN","Private not-for-profit","Four or more years"
"2013","152363","Saint Josephs College","IN","Private not-for-profit","Four or more years"
"2013","152390","Saint Mary's College","IN","Private not-for-profit","Four or more years"
"2013","152381","Saint Mary-of-the-Woods College","IN","Private not-for-profit","Four or more years"
"2013","152451","Saint Meinrad School of Theology","IN","Private not-for-profit","Four or more years"
"2013","475884","Strayer University-Indiana","IN","Private for-profit","Four or more years"
"2013","152530","Taylor University","IN","Private not-for-profit","Four or more years"
"2013","448345","The Art Institute of Indianapolis","IN","Private for-profit","Four or more years"
"2013","152567","Trine University","IN","Private not-for-profit","Four or more years"
"2013","414878","Trine University-Regional/Non-Traditional Campuses","IN","Private not-for-profit","Four or more years"
"2013","150534","University of Evansville","IN","Private not-for-profit","Four or more years"
"2013","151263","University of Indianapolis","IN","Private not-for-profit","Four or more years"
"2013","152080","University of Notre Dame","IN","Private not-for-profit","Four or more years"
"2013","443544","University of Phoenix-Indianapolis Campus","IN","Private for-profit","Four or more years"
"2013","152336","University of Saint Francis-Fort Wayne","IN","Private not-for-profit","Four or more years"
"2013","151306","University of Southern Indiana","IN","Public","Four or more years"
"2013","152600","Valparaiso University","IN","Private not-for-profit","Four or more years"
"2013","152637","Vincennes University","IN","Public","Four or more years"
"2013","152673","Wabash College","IN","Private not-for-profit","Four or more years"
"2012","449889","American College of Education","IN","Private for-profit","Four or more years"
"2012","151865","Anabaptist Mennonite Biblical Seminary","IN","Private not-for-profit","Four or more years"
"2012","150066","Anderson University","IN","Private not-for-profit","Four or more years"
"2012","150136","Ball State University","IN","Public","Four or more years"
"2012","143233","Bethany Theological Seminary","IN","Private not-for-profit","Four or more years"
"2012","150145","Bethel College-Indiana","IN","Private not-for-profit","Four or more years"
"2012","408039","Brown Mackie College-Fort Wayne","IN","Private for-profit","Four or more years"
"2012","451699","Brown Mackie College-Indianapolis","IN","Private for-profit","Four or more years"
"2012","151616","Brown Mackie College-Merrillville","IN","Private for-profit","Four or more years"
"2012","151625","Brown Mackie College-Michigan City","IN","Private for-profit","Four or more years"
"2012","151944","Brown Mackie College-South Bend","IN","Private for-profit","Four or more years"
"2012","150163","Butler University","IN","Private not-for-profit","Four or more years"
"2012","150172","Calumet College of Saint Joseph","IN","Private not-for-profit","Four or more years"
"2012","475741","Chamberlain College of Nursing-Indiana","IN","Private for-profit","Four or more years"
"2012","150215","Christian Theological Seminary","IN","Private not-for-profit","Four or more years"
"2012","150288","Concordia Theological Seminary","IN","Private not-for-profit","Four or more years"
"2012","439613","Crossroads Bible College","IN","Private not-for-profit","Four or more years"
"2012","150400","DePauw University","IN","Private not-for-profit","Four or more years"
"2012","462123","DeVry University's Keller Graduate School of Management-Indiana","IN","Private for-profit","Four or more years"
"2012","432214","DeVry University-Indiana","IN","Private for-profit","Four or more years"
"2012","150455","Earlham College","IN","Private not-for-profit","Four or more years"
"2012","150604","Franklin College","IN","Private not-for-profit","Four or more years"
"2012","150668","Goshen College","IN","Private not-for-profit","Four or more years"
"2012","150677","Grace College and Theological Seminary","IN","Private not-for-profit","Four or more years"
"2012","150756","Hanover College","IN","Private not-for-profit","Four or more years"
"2012","151166","Harrison College-Indianapolis","IN","Private for-profit","Four or more years"
"2012","150774","Holy Cross College","IN","Private not-for-profit","Four or more years"
"2012","150941","Huntington University","IN","Private not-for-profit","Four or more years"
"2012","151290","Indiana Institute of Technology","IN","Private not-for-profit","Four or more years"
"2012","151324","Indiana State University","IN","Public","Four or more years"
"2012","151351","Indiana University-Bloomington","IN","Public","Four or more years"
"2012","151388","Indiana University-East","IN","Public","Four or more years"
"2012","151333","Indiana University-Kokomo","IN","Public","Four or more years"
"2012","151360","Indiana University-Northwest","IN","Public","Four or more years"
"2012","151102","Indiana University-Purdue University-Fort Wayne","IN","Public","Four or more years"
"2012","151111","Indiana University-Purdue University-Indianapolis","IN","Public","Four or more years"
"2012","151342","Indiana University-South Bend","IN","Public","Four or more years"
"2012","151379","Indiana University-Southeast","IN","Public","Four or more years"
"2012","151801","Indiana Wesleyan University","IN","Private not-for-profit","Four or more years"
"2012","151458","International Business College","IN","Private for-profit","Four or more years"
"2012","151485","ITT Educational Services Inc System Office","IN","Private for-profit","Four or more years"
"2012","151500","ITT Technical Institute-Fort Wayne","IN","Private for-profit","Four or more years"
"2012","479628","ITT Technical Institute-Indianapolis East","IN","Private for-profit","Four or more years"
"2012","151519","ITT Technical Institute-Indianapolis","IN","Private for-profit","Four or more years"
"2012","251251","ITT Technical Institute-Newburgh","IN","Private for-profit","Four or more years"
"2012","450270","ITT Technical Institute-South Bend","IN","Private for-profit","Four or more years"
"2012","459587","ITT Technical InstituteMerrillville","IN","Private for-profit","Four or more years"
"2012","151777","Manchester University","IN","Private not-for-profit","Four or more years"
"2012","151786","Marian University","IN","Private not-for-profit","Four or more years"
"2012","151810","Martin University","IN","Private not-for-profit","Four or more years"
"2012","151962","Mid-America College of Funeral Service","IN","Private not-for-profit","Four or more years"
"2012","152099","Oakland City University","IN","Private not-for-profit","Four or more years"
"2012","442897","Ottawa University-Jeffersonville","IN","Private not-for-profit","Four or more years"
"2012","152248","Purdue University-Calumet Campus","IN","Public","Four or more years"
"2012","243780","Purdue University-Main Campus","IN","Public","Four or more years"
"2012","152266","Purdue University-North Central Campus","IN","Public","Four or more years"
"2012","152318","Rose-Hulman Institute of Technology","IN","Private not-for-profit","Four or more years"
"2012","152363","Saint Josephs College","IN","Private not-for-profit","Four or more years"
"2012","152390","Saint Mary's College","IN","Private not-for-profit","Four or more years"
"2012","152381","Saint Mary-of-the-Woods College","IN","Private not-for-profit","Four or more years"
"2012","152451","Saint Meinrad School of Theology","IN","Private not-for-profit","Four or more years"
"2012","475884","Strayer University-Indiana","IN","Private for-profit","Four or more years"
"2012","152530","Taylor University","IN","Private not-for-profit","Four or more years"
"2012","448345","The Art Institute of Indianapolis","IN","Private for-profit","Four or more years"
"2012","152567","Trine University","IN","Private not-for-profit","Four or more years"
"2012","414878","Trine University-Regional/Non-Traditional Campuses","IN","Private not-for-profit","Four or more years"
"2012","150534","University of Evansville","IN","Private not-for-profit","Four or more years"
"2012","151263","University of Indianapolis","IN","Private not-for-profit","Four or more years"
"2012","152080","University of Notre Dame","IN","Private not-for-profit","Four or more years"
"2012","443544","University of Phoenix-Indianapolis Campus","IN","Private for-profit","Four or more years"
"2012","448549","University of Phoenix-Northwest Indiana Campus","IN","Private for-profit","Four or more years"
"2012","152336","University of Saint Francis-Fort Wayne","IN","Private not-for-profit","Four or more years"
"2012","151306","University of Southern Indiana","IN","Public","Four or more years"
"2012","152600","Valparaiso University","IN","Private not-for-profit","Four or more years"
"2012","152637","Vincennes University","IN","Public","Four or more years"
"2012","152673","Wabash College","IN","Private not-for-profit","Four or more years"
"2011","151865","Anabaptist Mennonite Biblical Seminary, Inc.","IN","Private not-for-profit","Four or more years"
"2011","150066","Anderson University","IN","Private not-for-profit","Four or more years"
"2011","150136","Ball State University","IN","Public","Four or more years"
"2011","143233","Bethany Theological Seminary","IN","Private not-for-profit","Four or more years"
"2011","150145","Bethel College-Mishawaka","IN","Private not-for-profit","Four or more years"
"2011","408039","Brown Mackie College-Fort Wayne","IN","Private for-profit","Four or more years"
"2011","451699","Brown Mackie College-Indianapolis","IN","Private for-profit","Four or more years"
"2011","151616","Brown Mackie College-Merrillville","IN","Private for-profit","Four or more years"
"2011","151625","Brown Mackie College-Michigan City","IN","Private for-profit","Four or more years"
"2011","151944","Brown Mackie College-South Bend","IN","Private for-profit","Four or more years"
"2011","150163","Butler University","IN","Private not-for-profit","Four or more years"
