year,unitid,inst_name,state_abbr,years_after_entry,earnings_mean,earnings_sd,earnings_greater_than_25k_pct,earnings_med,earnings_pct10,earnings_pct25,earnings_pct75,earnings_pct90,earnings_lowinc_mean,earnings_midinc_mean,earnings_highinc_mean,earnings_dep_lowinc_mean,earnings_dep_mean,earnings_ind_mean,earnings_female_mean,earnings_male_mean
"2014","173124","Bemidji State University","MN","10","44000","28200","","40600","","27000","55200","","39400","42400","48500","","44300","43200","36900","52000"
"2014","173124","Bemidji State University","MN","8","40400","24000","","37700","","25300","51000","","","","","","","","",""
"2014","173124","Bemidji State University","MN","6","37000","21300","","35300","","23100","47600","","31500","37500","40400","","37000","36900","33700","40200"
"2014","173142","Bethany Lutheran College","MN","10","37600","25800","","34800","","22600","46400","","39600","36100","37800","","Suppressed data","Suppressed data","30800","46800"
"2014","173142","Bethany Lutheran College","MN","8","40100","24200","","37000","","25300","48700","","","","","","","","",""
"2014","173142","Bethany Lutheran College","MN","6","31100","18200","","29400","","18500","40200","","Suppressed data","Suppressed data","34300","","Suppressed data","Suppressed data","28900","34100"
"2014","173179","Bethel Seminary-St. Paul","MN","10","52600","35700","","47300","","29000","69300","","43600","52300","54600","","48700","67400","46700","61700"
"2014","173179","Bethel Seminary-St. Paul","MN","8","49600","31800","","44800","","30300","64200","","","","","","","","",""
"2014","173179","Bethel Seminary-St. Paul","MN","6","46100","28600","","41100","","27600","60000","","36700","44300","49200","","41000","60300","43800","50100"
"2014","173160","Bethel University","MN","10","52600","35700","","47300","","29000","69300","","43600","52300","54600","","48700","67400","46700","61700"
"2014","173160","Bethel University","MN","8","49600","31800","","44800","","30300","64200","","","","","","","","",""
"2014","173160","Bethel University","MN","6","46100","28600","","41100","","27600","60000","","36700","44300","49200","","41000","60300","43800","50100"
"2014","174394","Brown College","MN","10","36100","23900","","33200","","19400","47600","","30800","38300","41400","","37100","34800","31300","39400"
"2014","174394","Brown College","MN","8","33400","21000","","31100","","19600","44300","","","","","","","","",""
"2014","174394","Brown College","MN","6","31500","20400","","29200","","17600","41500","","26700","33700","35400","","31700","31300","27900","32900"
"2014","475291","Brown College-Brooklyn Center","MN","10","36100","23900","","33200","","19400","47600","","30800","38300","41400","","37100","34800","31300","39400"
"2014","475291","Brown College-Brooklyn Center","MN","8","33400","21000","","31100","","19600","44300","","","","","","","","",""
"2014","475291","Brown College-Brooklyn Center","MN","6","31500","20400","","29200","","17600","41500","","26700","33700","35400","","31700","31300","27900","32900"
"2014","413413","Capella University","MN","10","72600","60700","","63600","","34900","94700","","44900","68300","93200","","Suppressed data","Suppressed data","59200","85400"
"2014","413413","Capella University","MN","8","63900","53500","","54500","","31300","84000","","","","","","","","",""
"2014","413413","Capella University","MN","6","51500","43300","","43000","","22700","67600","","28600","50600","79200","","Suppressed data","Suppressed data","44400","60900"
"2014","173258","Carleton College","MN","10","67900","58100","","54200","","35800","82800","","Suppressed data","Suppressed data","71000","","Suppressed data","Suppressed data","57900","77300"
"2014","173258","Carleton College","MN","8","52500","34800","","45800","","30100","65000","","","","","","","","",""
"2014","173258","Carleton College","MN","6","43400","30200","","39500","","21100","58200","","Suppressed data","Suppressed data","47500","","Suppressed data","Suppressed data","39600","46800"
"2014","457651","CenterPoint Massage and Shiatsu Therapy School and Clinic","MN","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","457651","CenterPoint Massage and Shiatsu Therapy School and Clinic","MN","8","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","457651","CenterPoint Massage and Shiatsu Therapy School and Clinic","MN","6","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","173203","Central Lakes College-Brainerd","MN","10","37700","26500","","33800","","20500","49700","","32600","39700","42800","","38500","35900","31800","43600"
"2014","173203","Central Lakes College-Brainerd","MN","8","35700","23600","","32900","","20100","47100","","","","","","","","",""
"2014","173203","Central Lakes College-Brainerd","MN","6","31900","20500","","29200","","17500","42700","","27000","33900","38800","","33600","29500","27200","36100"
"2014","175315","Century Community and Technical College","MN","10","40500","24600","","38000","","23700","53300","","35900","43000","44100","","40200","40700","36600","46500"
"2014","175315","Century Community and Technical College","MN","8","37100","21300","","35100","","22700","49100","","","","","","","","",""
"2014","175315","Century Community and Technical College","MN","6","32900","21700","","31100","","18300","43000","","28800","36000","37000","","31700","34100","29800","36200"
"2014","174747","College of Saint Benedict","MN","10","57000","30400","","52600","","37500","69700","","Suppressed data","Suppressed data","57900","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","174747","College of Saint Benedict","MN","8","48300","23100","","44500","","33200","61400","","","","","","","","",""
"2014","174747","College of Saint Benedict","MN","6","42300","18600","","41200","","30400","53400","","39700","40500","43400","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","173300","Concordia College at Moorhead","MN","10","49000","30300","","44500","","31600","60800","","40800","47600","51600","","Suppressed data","Suppressed data","44500","56400"
"2014","173300","Concordia College at Moorhead","MN","8","47600","27800","","43200","","31900","57200","","","","","","","","",""
"2014","173300","Concordia College at Moorhead","MN","6","39700","20200","","38200","","27800","49900","","36200","38300","41100","","Suppressed data","Suppressed data","37100","43400"
"2014","173328","Concordia University-Saint Paul","MN","10","57100","44200","","49200","","29900","73700","","43000","56300","65300","","49100","63500","52100","64300"
"2014","173328","Concordia University-Saint Paul","MN","8","52100","38700","","44900","","29500","65400","","","","","","","","",""
"2014","173328","Concordia University-Saint Paul","MN","6","46000","37100","","39100","","24500","58100","","33700","48200","50400","","36200","56000","41800","52300"
"2014","173470","Cosmetology Careers Unlimited-Duluth","MN","10","22400","14300","","21100","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","173470","Cosmetology Careers Unlimited-Duluth","MN","8","17800","14600","","14600","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","173470","Cosmetology Careers Unlimited-Duluth","MN","6","18200","12200","","18200","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","173726","Cosmetology Careers Unlimited-Hibbing","MN","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","173726","Cosmetology Careers Unlimited-Hibbing","MN","8","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","173726","Cosmetology Careers Unlimited-Hibbing","MN","6","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","174206","Crossroads College","MN","10","34000","21500","","32100","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","174206","Crossroads College","MN","8","29200","17400","","25800","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","174206","Crossroads College","MN","6","27300","15900","","25400","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","174862","Crown College","MN","10","40100","29400","","35100","","22700","48900","","40000","37200","43900","","36500","44700","33500","49100"
"2014","174862","Crown College","MN","8","34300","22900","","31200","","18300","44900","","","","","","","","",""
"2014","174862","Crown College","MN","6","33400","22500","","30300","","16300","44600","","29400","33800","35800","","31100","37100","30300","38100"
"2014","173416","Dakota County Technical College","MN","10","42300","31600","","38500","","22800","55000","","35900","42100","49000","","43000","41700","34500","49200"
"2014","173416","Dakota County Technical College","MN","8","39700","25100","","37000","","23500","51300","","","","","","","","",""
"2014","173416","Dakota County Technical College","MN","6","39200","23200","","35900","","23500","51900","","32400","41800","43600","","40000","38400","32200","44100"
"2014","482529","DeVry University-Minnesota","MN","10","50300","37800","","44100","","25600","67500","","41700","52500","63600","","47100","52400","42500","54600"
"2014","482529","DeVry University-Minnesota","MN","8","43200","32000","","37900","","21600","57600","","","","","","","","",""
"2014","482529","DeVry University-Minnesota","MN","6","37600","28600","","32600","","18100","50700","","29700","41500","50900","","32100","40000","32900","40700"
"2014","173489","Duluth Business University","MN","10","26600","19000","","24500","","14000","35200","","24500","Suppressed data","Suppressed data","","28900","25700","24600","36400"
"2014","173489","Duluth Business University","MN","8","22900","15900","","22000","","10200","32100","","","","","","","","",""
"2014","173489","Duluth Business University","MN","6","22600","13200","","22000","","12700","30900","","20600","Suppressed data","Suppressed data","","22700","22500","21900","26100"
"2014","175227","Dunwoody College of Technology","MN","10","53600","29400","","52800","","34700","70400","","43400","55700","61100","","56900","49000","38900","55100"
"2014","175227","Dunwoody College of Technology","MN","8","47600","26300","","46100","","29300","62300","","","","","","","","",""
"2014","175227","Dunwoody College of Technology","MN","6","40700","22700","","40400","","25100","55000","","35100","42400","47200","","41600","39700","32400","41800"
"2014","174978","Empire Beauty School-Bloomington","MN","10","23000","17500","","20700","","11300","31400","","21400","Suppressed data","Suppressed data","","22600","23300","Suppressed data","Suppressed data"
"2014","174978","Empire Beauty School-Bloomington","MN","8","20900","16200","","18700","","8000","30600","","","","","","","","",""
"2014","174978","Empire Beauty School-Bloomington","MN","6","20000","15200","","16200","","9700","28400","","18000","Suppressed data","Suppressed data","","17800","21000","Suppressed data","Suppressed data"
"2014","453570","Empire Beauty School-Eden Prairie","MN","10","23000","17500","","20700","","11300","31400","","21400","Suppressed data","Suppressed data","","22600","23300","Suppressed data","Suppressed data"
"2014","453570","Empire Beauty School-Eden Prairie","MN","8","20900","16200","","18700","","8000","30600","","","","","","","","",""
"2014","453570","Empire Beauty School-Eden Prairie","MN","6","20000","15200","","16200","","9700","28400","","18000","Suppressed data","Suppressed data","","17800","21000","Suppressed data","Suppressed data"
"2014","456135","Empire Beauty School-Spring Lake Park","MN","10","20200","15100","","18200","","8100","28800","","18800","Suppressed data","Suppressed data","","21600","19300","Suppressed data","Suppressed data"
"2014","456135","Empire Beauty School-Spring Lake Park","MN","8","20000","14500","","17800","","9900","28700","","","","","","","","",""
"2014","456135","Empire Beauty School-Spring Lake Park","MN","6","16800","11800","","15700","","7500","23400","","15200","18000","21700","","17800","15900","Suppressed data","Suppressed data"
"2014","445504","Empire Beauty School-St Paul","MN","10","20200","15100","","18200","","8100","28800","","18800","Suppressed data","Suppressed data","","21600","19300","Suppressed data","Suppressed data"
"2014","445504","Empire Beauty School-St Paul","MN","8","20000","14500","","17800","","9900","28700","","","","","","","","",""
"2014","445504","Empire Beauty School-St Paul","MN","6","16800","11800","","15700","","7500","23400","","15200","18000","21700","","17800","15900","Suppressed data","Suppressed data"
"2014","445382","Everest Institute-Eagan","MN","10","25500","18400","","22700","","12000","35600","","23400","30600","28000","","24500","25800","23800","31400"
"2014","445382","Everest Institute-Eagan","MN","8","23300","16800","","20700","","11300","33200","","","","","","","","",""
"2014","445382","Everest Institute-Eagan","MN","6","18900","13600","","16200","","9200","26500","","17600","25000","25100","","17300","19300","18500","20700"
"2014","380368","Fond du Lac Tribal and Community College","MN","10","35300","25500","","32400","","15600","51500","","28700","42200","44700","","38800","32900","31300","40000"
"2014","380368","Fond du Lac Tribal and Community College","MN","8","32200","21900","","30000","","15400","44600","","","","","","","","",""
"2014","380368","Fond du Lac Tribal and Community College","MN","6","28500","21600","","25900","","11900","39900","","23100","32800","39300","","29600","27500","23300","33300"
"2014","456834","Globe University-Minneapolis","MN","10","32400","22900","","30300","","16300","43900","","28700","34900","36200","","33800","31400","28800","44100"
"2014","456834","Globe University-Minneapolis","MN","8","32300","20500","","30200","","18200","43800","","","","","","","","",""
"2014","456834","Globe University-Minneapolis","MN","6","28700","20400","","26900","","15600","38000","","23300","33400","34700","","28500","28700","26000","35700"
"2014","173629","Globe University-Woodbury","MN","10","32400","22900","","30300","","16300","43900","","28700","34900","36200","","33800","31400","28800","44100"
"2014","173629","Globe University-Woodbury","MN","8","32300","20500","","30200","","18200","43800","","","","","","","","",""
"2014","173629","Globe University-Woodbury","MN","6","28700","20400","","26900","","15600","38000","","23300","33400","34700","","28500","28700","26000","35700"
"2014","173647","Gustavus Adolphus College","MN","10","58900","41100","","51700","","37100","71400","","49300","57100","60700","","Suppressed data","Suppressed data","53700","65600"
"2014","173647","Gustavus Adolphus College","MN","8","48400","27300","","45400","","32200","61200","","","","","","","","",""
"2014","173647","Gustavus Adolphus College","MN","6","43400","24400","","41700","","28700","53600","","34700","41100","45400","","Suppressed data","Suppressed data","40600","46900"
"2014","173665","Hamline University","MN","10","55500","45300","","49200","","34500","69100","","62000","51500","53500","","49700","66400","51500","61600"
"2014","173665","Hamline University","MN","8","49500","33800","","44900","","29600","62800","","","","","","","","",""
"2014","173665","Hamline University","MN","6","42800","25100","","39600","","27900","53000","","44800","41400","42600","","37600","53300","40700","46000"
"2014","173708","Hennepin Technical College","MN","10","39500","25800","","37000","","22200","51800","","33700","42800","44500","","41800","37800","33100","45200"
"2014","173708","Hennepin Technical College","MN","8","37100","23500","","35000","","20700","49300","","","","","","","","",""
"2014","173708","Hennepin Technical College","MN","6","34700","21200","","33100","","19700","46400","","29100","39000","38900","","34800","34600","29400","38500"
"2014","174154","Herzing University-Minneapolis","MN","10","41600","27900","","37800","","22900","54700","","35000","42500","52600","","44100","40500","34200","48500"
"2014","174154","Herzing University-Minneapolis","MN","8","35100","24200","","31600","","18300","46700","","","","","","","","",""
"2014","174154","Herzing University-Minneapolis","MN","6","30100","20500","","27900","","15300","41000","","24500","34900","40100","","33200","29400","27400","38900"
"2014","173735","Hibbing Community College-A Technical and Community College","MN","10","39900","27800","","35400","","19900","54600","","35500","40300","49600","","40000","39600","32400","46700"
"2014","173735","Hibbing Community College-A Technical and Community College","MN","8","37200","25300","","32400","","19600","51000","","","","","","","","",""
"2014","173735","Hibbing Community College-A Technical and Community College","MN","6","36300","26000","","30600","","16700","51000","","31400","39900","44600","","38100","34600","29400","42900"
"2014","454616","Institute of Production and Recording","MN","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","454616","Institute of Production and Recording","MN","8","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","454616","Institute of Production and Recording","MN","6","33900","22600","","30700","","17700","44100","","Suppressed data","Suppressed data","33700","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","173799","Inver Hills Community College","MN","10","43800","28200","","41500","","25200","58800","","39900","43800","48100","","41900","46100","41100","48700"
"2014","173799","Inver Hills Community College","MN","8","42300","34200","","38800","","26200","54500","","","","","","","","",""
"2014","173799","Inver Hills Community College","MN","6","36400","22300","","33900","","21200","48300","","31100","41100","37500","","33500","39400","34700","39100"
"2014","173805","Itasca Community College","MN","10","40300","26400","","36400","","21400","53200","","33300","43300","46600","","43000","33900","31800","46700"
"2014","173805","Itasca Community College","MN","8","36900","25000","","32900","","18900","51500","","","","","","","","",""
"2014","173805","Itasca Community College","MN","6","33000","24000","","28400","","16100","43100","","26300","36000","40600","","36000","25500","24600","39100"
"2014","470870","ITT Technical Institute-Brooklyn Center","MN","10","44000","32700","","39400","","22500","58100","","38400","48100","50600","","42200","45100","34100","46600"
"2014","470870","ITT Technical Institute-Brooklyn Center","MN","8","37900","27000","","33500","","18400","51000","","","","","","","","",""
"2014","470870","ITT Technical Institute-Brooklyn Center","MN","6","34800","25200","","31400","","16800","48000","","28700","40900","44700","","32600","35600","27700","38300"
"2014","445081","ITT Technical Institute-Eden Prairie","MN","10","44000","32700","","39400","","22500","58100","","38400","48100","50600","","42200","45100","34100","46600"
"2014","445081","ITT Technical Institute-Eden Prairie","MN","8","37900","27000","","33500","","18400","51000","","","","","","","","",""
"2014","445081","ITT Technical Institute-Eden Prairie","MN","6","34800","25200","","31400","","16800","48000","","28700","40900","44700","","32600","35600","27700","38300"
"2014","173461","Lake Superior College","MN","10","41600","27800","","38100","","22600","56500","","34900","45000","46500","","42100","40900","36400","47800"
"2014","173461","Lake Superior College","MN","8","38000","23700","","36100","","20900","50800","","","","","","","","",""
"2014","173461","Lake Superior College","MN","6","34300","21700","","31700","","19600","45900","","29600","37200","38500","","34300","34200","31500","37400"
"2014","446844","Le Cordon Bleu College of Culinary Arts-Minneapolis","MN","10","34500","24500","","31600","","18200","45200","","30200","37400","38000","","34400","34600","30700","36800"
"2014","446844","Le Cordon Bleu College of Culinary Arts-Minneapolis","MN","8","30400","22700","","28500","","16900","40000","","","","","","","","",""
"2014","446844","Le Cordon Bleu College of Culinary Arts-Minneapolis","MN","6","27300","17600","","25600","","15100","36400","","23700","30600","30500","","27000","27600","25100","29000"
"2014","413626","Leech Lake Tribal College","MN","10","14700","13600","","10800","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","413626","Leech Lake Tribal College","MN","8","18600","17800","","13100","","3600","28600","","","","","","","","",""
"2014","413626","Leech Lake Tribal College","MN","6","17000","12900","","15900","","5900","24000","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","18200","16000"
"2014","173896","Luther Seminary","MN","10","58000","33600","","52300","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","173896","Luther Seminary","MN","8","47800","29300","","42900","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","173896","Luther Seminary","MN","6","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","173902","Macalester College","MN","10","55800","41500","","47600","","30500","69900","","Suppressed data","Suppressed data","59800","","Suppressed data","Suppressed data","54800","57100"
"2014","173902","Macalester College","MN","8","44100","29900","","41100","","23400","55800","","","","","","","","",""
"2014","173902","Macalester College","MN","6","36900","28300","","32200","","18700","47100","","Suppressed data","Suppressed data","33600","","Suppressed data","Suppressed data","33700","41000"
"2014","173452","Martin Luther College","MN","10","37400","22700","","37300","","21400","51200","","Suppressed data","38700","Suppressed data","","Suppressed data","Suppressed data","26300","48100"
"2014","173452","Martin Luther College","MN","8","36700","32400","","33700","","19800","47200","","","","","","","","",""
"2014","173452","Martin Luther College","MN","6","29300","15900","","25900","","18000","39700","","Suppressed data","29000","Suppressed data","","Suppressed data","Suppressed data","27900","30700"
"2014","365426","Mayo Graduate School","MN","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","365426","Mayo Graduate School","MN","8","65700","30700","","62700","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","365426","Mayo Graduate School","MN","6","59700","20800","","60300","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","173957","Mayo Medical School","MN","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","173957","Mayo Medical School","MN","8","65700","30700","","62700","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","173957","Mayo Medical School","MN","6","59700","20800","","60300","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","173966","Mayo School of Health Sciences","MN","10","Suppressed data","Suppressed data","","Suppressed data","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","173966","Mayo School of Health Sciences","MN","8","65700","30700","","62700","","Suppressed data","Suppressed data","","","","","","","","",""
"2014","173966","Mayo School of Health Sciences","MN","6","59700","20800","","60300","","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","Suppressed data","Suppressed data"
"2014","367194","McNally Smith College of Music","MN","10","35200","23200","","33500","","17700","47800","","27800","33300","40200","","35800","32000","30700","36000"
"2014","367194","McNally Smith College of Music","MN","8","30700","21800","","28100","","14600","41500","","","","","","","","",""
"2014","367194","McNally Smith College of Music","MN","6","27000","17400","","24600","","15700","36000","","24400","27000","28100","","Suppressed data","Suppressed data","27100","27000"
"2014","173993","Mesabi Range Community and Technical College","MN","10","36800","26300","","32500","","17500","47600","","30300","40600","47700","","39300","33800","29600","43000"
"2014","173993","Mesabi Range Community and Technical College","MN","8","37100","26900","","31100","","17600","48900","","","","","","","","",""
"2014","173993","Mesabi Range Community and Technical College","MN","6","36600","35100","","31300","","15900","48500","","31400","42400","43000","","37300","35900","29600","40500"
"2014","174020","Metropolitan State University","MN","10","51700","31900","","48200","","31800","67000","","43200","55200","59800","","50100","52300","47700","58400"
"2014","174020","Metropolitan State University","MN","8","48600","36700","","44500","","30100","63200","","","","","","","","",""
"2014","174020","Metropolitan State University","MN","6","44600","26200","","42100","","28200","57300","","37600","48200","51400","","41500","45700","42100","48200"
"2014","440800","Miami Ad School-Minneapolis","MN","10","92100","54900","","81500","","48300","127600","","85700","Suppressed data","Suppressed data","","Suppressed data","Suppressed data","83700","101300"
"2014","440800","Miami Ad School-Minneapolis","MN","8","85800","56600","","79100","","43600","123200","","","","","","","","",""
"2014","440800","Miami Ad School-Minneapolis","MN","6","73600","40900","","70900","","47700","101500","","65500","76800","82300","","78000","71100","68200","77800"
"2014","174118","Minneapolis Business College","MN","10","34900","19100","","34300","","23500","44900","","34600","34300","36300","","35200","32700","33000","40500"
"2014","174118","Minneapolis Business College","MN","8","34600","19700","","33200","","22500","43400","","","","","","","","",""
"2014","174118","Minneapolis Business College","MN","6","31400","15600","","30700","","20800","39700","","30100","32200","32100","","31100","33300","29600","34600"
"2014","174127","Minneapolis College of Art and Design","MN","10","43200","34400","","35400","","20100","56000","","33600","46100","45600","","44100","38900","40500","46500"
"2014","174127","Minneapolis College of Art and Design","MN","8","36700","26500","","32500","","16800","47300","","","","","","","","",""
"2014","174127","Minneapolis College of Art and Design","MN","6","32700","22100","","28500","","16000","41800","","27700","39400","31100","","Suppressed data","Suppressed data","32300","33400"
"2014","174136","Minneapolis Community and Technical College","MN","10","37700","29600","","33200","","16500","50200","","33100","41600","49900","","37900","37500","34000","41500"
"2014","174136","Minneapolis Community and Technical College","MN","8","36600","28700","","32100","","16600","47700","","","","","","","","",""
"2014","174136","Minneapolis Community and Technical College","MN","6","31500","22600","","28200","","15100","42700","","27000","37000","38500","","29400","32900","29300","33600"
"2014","474881","Minneapolis Media Institute","MN","10","34400","20300","","31600","","20100","46800","","32200","34200","36400","","35700","31000","Suppressed data","Suppressed data"
"2014","474881","Minneapolis Media Institute","MN","8","29900","18300","","27900","","16500","40600","","","","","","","","",""
"2014","474881","Minneapolis Media Institute","MN","6","26200","15800","","24700","","14700","35100","","25200","26300","27000","","26800","24800","Suppressed data","Suppressed data"
"2014","451769","Minnesota School of Business-Blaine","MN","10","36800","25600","","33500","","19300","48000","","29900","39700","44100","","37300","36400","32800","44800"
