year,unitid,inst_name,state_abbr,inst_control,institution_level
"2015","219383","University of Sioux Falls","SD","Private not-for-profit","Four or more years"
"2015","219471","University of South Dakota","SD","Public","Four or more years"
"2014","219000","Augustana College","SD","Private not-for-profit","Four or more years"
"2014","219046","Black Hills State University","SD","Public","Four or more years"
"2014","402615","Colorado Technical University-Sioux Falls","SD","Private for-profit","Four or more years"
"2014","219082","Dakota State University","SD","Public","Four or more years"
"2014","219091","Dakota Wesleyan University","SD","Private not-for-profit","Four or more years"
"2014","456807","Globe University-Sioux Falls","SD","Private for-profit","Four or more years"
"2014","219198","Mount Marty College","SD","Private not-for-profit","Four or more years"
"2014","440749","National American University-Ellsworth AFB Extension","SD","Private for-profit","Four or more years"
"2014","219204","National American University-Rapid City","SD","Private for-profit","Four or more years"
"2014","219213","National American University-Sioux Falls","SD","Private for-profit","Four or more years"
"2014","219259","Northern State University","SD","Public","Four or more years"
"2014","219277","Oglala Lakota College","SD","Public","Four or more years"
"2014","219295","Presentation College","SD","Private not-for-profit","Four or more years"
"2014","219374","Sinte Gleska University","SD","Private not-for-profit","Four or more years"
"2014","219240","Sioux Falls Seminary","SD","Private not-for-profit","Four or more years"
"2014","219347","South Dakota School of Mines and Technology","SD","Public","Four or more years"
"2014","219356","South Dakota State University","SD","Public","Four or more years"
"2014","219383","University of Sioux Falls","SD","Private not-for-profit","Four or more years"
"2014","219471","University of South Dakota","SD","Public","Four or more years"
"2013","219000","Augustana College","SD","Private not-for-profit","Four or more years"
"2013","219046","Black Hills State University","SD","Public","Four or more years"
"2013","402615","Colorado Technical University-Sioux Falls","SD","Private for-profit","Four or more years"
"2013","219082","Dakota State University","SD","Public","Four or more years"
"2013","219091","Dakota Wesleyan University","SD","Private not-for-profit","Four or more years"
"2013","456807","Globe University-Sioux Falls","SD","Private for-profit","Four or more years"
"2013","219198","Mount Marty College","SD","Private not-for-profit","Four or more years"
"2013","440749","National American University-Ellsworth AFB Extension","SD","Private for-profit","Four or more years"
"2013","219204","National American University-Rapid City","SD","Private for-profit","Four or more years"
"2013","219213","National American University-Sioux Falls","SD","Private for-profit","Four or more years"
"2013","219259","Northern State University","SD","Public","Four or more years"
"2013","219277","Oglala Lakota College","SD","Public","Four or more years"
"2013","219295","Presentation College","SD","Private not-for-profit","Four or more years"
"2013","219374","Sinte Gleska University","SD","Private not-for-profit","Four or more years"
"2013","219240","Sioux Falls Seminary","SD","Private not-for-profit","Four or more years"
"2013","219347","South Dakota School of Mines and Technology","SD","Public","Four or more years"
"2013","219356","South Dakota State University","SD","Public","Four or more years"
"2013","219383","University of Sioux Falls","SD","Private not-for-profit","Four or more years"
"2013","219471","University of South Dakota","SD","Public","Four or more years"
"2012","219000","Augustana College","SD","Private not-for-profit","Four or more years"
"2012","219046","Black Hills State University","SD","Public","Four or more years"
"2012","402615","Colorado Technical University-Sioux Falls","SD","Private for-profit","Four or more years"
"2012","219082","Dakota State University","SD","Public","Four or more years"
"2012","219091","Dakota Wesleyan University","SD","Private not-for-profit","Four or more years"
"2012","456807","Globe University-Sioux Falls","SD","Private for-profit","Four or more years"
"2012","219198","Mount Marty College","SD","Private not-for-profit","Four or more years"
"2012","440749","National American University-Ellsworth AFB Extension","SD","Private for-profit","Four or more years"
"2012","219204","National American University-Rapid City","SD","Private for-profit","Four or more years"
"2012","219213","National American University-Sioux Falls","SD","Private for-profit","Four or more years"
"2012","219259","Northern State University","SD","Public","Four or more years"
"2012","219277","Oglala Lakota College","SD","Public","Four or more years"
"2012","219295","Presentation College","SD","Private not-for-profit","Four or more years"
"2012","219374","Sinte Gleska University","SD","Private not-for-profit","Four or more years"
"2012","219240","Sioux Falls Seminary","SD","Private not-for-profit","Four or more years"
"2012","219347","South Dakota School of Mines and Technology","SD","Public","Four or more years"
"2012","219356","South Dakota State University","SD","Public","Four or more years"
"2012","219383","University of Sioux Falls","SD","Private not-for-profit","Four or more years"
"2012","219471","University of South Dakota","SD","Public","Four or more years"
"2011","219000","Augustana College","SD","Private not-for-profit","Four or more years"
"2011","219046","Black Hills State University","SD","Public","Four or more years"
"2011","402615","Colorado Technical University-Sioux Falls","SD","Private for-profit","Four or more years"
"2011","219082","Dakota State University","SD","Public","Four or more years"
"2011","219091","Dakota Wesleyan University","SD","Private not-for-profit","Four or more years"
"2011","456807","Globe University-Sioux Falls","SD","Private for-profit","Four or more years"
"2011","219198","Mount Marty College","SD","Private not-for-profit","Four or more years"
"2011","440749","National American University-Ellsworth AFB Extension","SD","Private for-profit","Four or more years"
"2011","219204","National American University-Rapid City","SD","Private for-profit","Four or more years"
"2011","219213","National American University-Sioux Falls","SD","Private for-profit","Four or more years"
"2011","219259","Northern State University","SD","Public","Four or more years"
"2011","219277","Oglala Lakota College","SD","Public","Four or more years"
"2011","219295","Presentation College","SD","Private not-for-profit","Four or more years"
"2011","219374","Sinte Gleska University","SD","Private not-for-profit","Four or more years"
"2011","219240","Sioux Falls Seminary","SD","Private not-for-profit","Four or more years"
"2011","219347","South Dakota School of Mines and Technology","SD","Public","Four or more years"
"2011","219356","South Dakota State University","SD","Public","Four or more years"
"2011","219383","University of Sioux Falls","SD","Private not-for-profit","Four or more years"
"2011","219471","University of South Dakota","SD","Public","Four or more years"
"2010","219000","Augustana College","SD","Private not-for-profit","Four or more years"
"2010","219046","Black Hills State University","SD","Public","Four or more years"
"2010","402615","Colorado Technical University-Sioux Falls","SD","Private for-profit","Four or more years"
"2010","219082","Dakota State University","SD","Public","Four or more years"
"2010","219091","Dakota Wesleyan University","SD","Private not-for-profit","Four or more years"
"2010","456807","Globe University-Sioux Falls","SD","Private for-profit","Four or more years"
"2010","219198","Mount Marty College","SD","Private not-for-profit","Four or more years"
"2010","440749","National American University-Ellsworth AFB Extension","SD","Private for-profit","Four or more years"
"2010","219204","National American University-Rapid City","SD","Private for-profit","Four or more years"
"2010","219213","National American University-Sioux Falls","SD","Private for-profit","Four or more years"
"2010","219259","Northern State University","SD","Public","Four or more years"
"2010","219277","Oglala Lakota College","SD","Public","Four or more years"
"2010","219295","Presentation College","SD","Private not-for-profit","Four or more years"
"2010","219374","Sinte Gleska University","SD","Private not-for-profit","Four or more years"
"2010","219240","Sioux Falls Seminary","SD","Private not-for-profit","Four or more years"
"2010","219347","South Dakota School of Mines and Technology","SD","Public","Four or more years"
"2010","219356","South Dakota State University","SD","Public","Four or more years"
"2010","219383","University of Sioux Falls","SD","Private not-for-profit","Four or more years"
"2010","219471","University of South Dakota","SD","Public","Four or more years"
